Class ID,Preferred Label,Synonyms,Definitions,Obsolete,CUI,Semantic Types,Parents,has characteristic,has parameter,has Runge-Kutta method order,has type,http://data.bioontology.org/metadata/prefixIRI,http://protege.stanford.edu/plugins/owl/protege#defaultLanguage,http://purl.org/dc/terms/created,http://purl.org/dc/terms/creator,http://purl.org/dc/terms/rights,http://www.biomodels.net/kisao/KISAO#isImplementedIn,http://www.biomodels.net/kisao/KISAO#isOrganizational,http://www.w3.org/2004/02/skos/core#altLabel,http://www.w3.org/2004/02/skos/core#definition,is characteristic of,is generalization of,is hybrid of,is parameter of,is similar to,is used by,uses
http://www.biomodels.net/kisao/KISAO#KISAO_0000039,tau-leaping method,tauL,"Approximate acceleration procedure of the Stochastic Simulation Algorithm [http://identifiers.org/biomodels.kisao/KISAO_0000029] that divides the time into subintervals and ''leaps'' from one to another, firing all the reaction events in each subinterval.",false,,,http://www.biomodels.net/kisao/KISAO#KISAO_0000621,,,,,kisao:KISAO_0000039,,2008-07-08,NLN,,ByoDyn|Cain|SmartCell,,tauL,"Approximate acceleration procedure of the Stochastic Simulation Algorithm [http://identifiers.org/biomodels.kisao/KISAO_0000029] that divides the time into subintervals and ''leaps'' from one to another, firing all the reaction events in each subinterval.",,,,,,,
http://www.biomodels.net/kisao/KISAO#KISAO_0000236,exact solution,,"Algorithm, possessing this characteristic, provides an exact solution to the initial problem.",false,,,http://www.biomodels.net/kisao/KISAO#KISAO_0000235,,,,,kisao:KISAO_0000236,,,,,,,,"Algorithm, possessing this characteristic, provides an exact solution to the initial problem.",,,,,,,
http://www.biomodels.net/kisao/KISAO#KISAO_0000592,dynamic rFBA,regulatory flux balance analysis|dynamic regulatory flux balance analysis|rFBA,Method for predicting the dynamics of metabolic fluxes under patterns of the regulation of gene expression,false,,,http://www.biomodels.net/kisao/KISAO#KISAO_0000595,,,,,kisao:KISAO_0000592,,2020-10-29,JRK,,https://identifiers.org/biosimulators/cobratoolbox,,regulatory flux balance analysis|dynamic regulatory flux balance analysis|rFBA,Method for predicting the dynamics of metabolic fluxes under patterns of the regulation of gene expression,,,,,,,
http://www.biomodels.net/kisao/KISAO#KISAO_0000432,IDA-like method,,"Solves real differential-algebraic systems in N-space, in the general form F(t,y,y')=0,  y(t0)=y0,  y'(t0)=y'0. At each step, a Newton iteration [http://identifiers.org/biomodels.kisao/KISAO_0000408] leads to linear systems Jx=b, which are solved by one of five methods - two direct (dense or band; serial version only) and three Krylov [http://identifiers.org/biomodels.kisao/KISAO_0000354] (GMRES [http://identifiers.org/biomodels.kisao/KISAO_0000353], BiCGStab [http://identifiers.org/biomodels.kisao/KISAO_0000392], or TFQMR [http://identifiers.org/biomodels.kisao/KISAO_0000396]).",false,,,http://www.biomodels.net/kisao/KISAO#KISAO_0000408,,,,,kisao:KISAO_0000432,,2012-05-24,AZ,,,true,,"Solves real differential-algebraic systems in N-space, in the general form F(t,y,y')=0,  y(t0)=y0,  y'(t0)=y'0. At each step, a Newton iteration [http://identifiers.org/biomodels.kisao/KISAO_0000408] leads to linear systems Jx=b, which are solved by one of five methods - two direct (dense or band; serial version only) and three Krylov [http://identifiers.org/biomodels.kisao/KISAO_0000354] (GMRES [http://identifiers.org/biomodels.kisao/KISAO_0000353], BiCGStab [http://identifiers.org/biomodels.kisao/KISAO_0000392], or TFQMR [http://identifiers.org/biomodels.kisao/KISAO_0000396]).",,,,,,,
http://www.biomodels.net/kisao/KISAO#KISAO_0000203,particle number lower limit,,This parameter of 'Pahle hybrid method' [http://identifiers.org/biomodels.kisao/KISAO_0000231] is a double value specifying the lower limit for particle numbers. Species with a particle number below this value are considered as having a low particle number. The 'particle number lower limit' cannot be higher than the 'particle number upper limit' [http://identifiers.org/biomodels.kisao/KISAO_0000204].,false,,,http://www.biomodels.net/kisao/KISAO#KISAO_0000252,,,,,kisao:KISAO_0000203,,,,,,,,This parameter of 'Pahle hybrid method' [http://identifiers.org/biomodels.kisao/KISAO_0000231] is a double value specifying the lower limit for particle numbers. Species with a particle number below this value are considered as having a low particle number. The 'particle number lower limit' cannot be higher than the 'particle number upper limit' [http://identifiers.org/biomodels.kisao/KISAO_0000204].,,,,,,,
http://www.biomodels.net/kisao/KISAO#KISAO_0000517,number of generations,,The parameter is a positive integer value to determine the number of generations the evolutionary algorithm shall evolve the population.,false,,,http://www.biomodels.net/kisao/KISAO#KISAO_0000518,,,,,kisao:KISAO_0000517,,2019-01-18,AZ,,,,,The parameter is a positive integer value to determine the number of generations the evolutionary algorithm shall evolve the population.,,,,,,,
http://www.biomodels.net/kisao/KISAO#KISAO_0000319,Monte Carlo method,MC,Monte Carlo methods (or Monte Carlo experiments) are a class of computational algorithms that rely on repeated random sampling to compute their results.,false,,,http://www.biomodels.net/kisao/KISAO#KISAO_0000000,,,,,kisao:KISAO_0000319,,2011-05-26,AZ,,,true,MC,Monte Carlo methods (or Monte Carlo experiments) are a class of computational algorithms that rely on repeated random sampling to compute their results.,,,,,,,
http://www.biomodels.net/kisao/KISAO#KISAO_0000632,functional iteration root-finding method,,"Iterative method for finding the root of a function f(x) given by

y^{n(m+1)} = h_{n} β_{n,0} f(t_{n}, y^{n(m)}) + a_n

This method only involves evaluations of f. This method is suitable for non-stiff functions.",false,,,http://www.biomodels.net/kisao/KISAO#KISAO_0000631,,,,,kisao:KISAO_0000632,,2021-06-01,JRK,,CVODE,,,"Iterative method for finding the root of a function f(x) given by

y^{n(m+1)} = h_{n} β_{n,0} f(t_{n}, y^{n(m)}) + a_n

This method only involves evaluations of f. This method is suitable for non-stiff functions.",,,,,,,
http://www.biomodels.net/kisao/KISAO#KISAO_0000064,Runge-Kutta based method,modified Euler method,"A method of numerically integrating ordinary differential equations, which uses a sampling of slopes through an interval and takes a weighted average to determine the right end point. This averaging gives a very accurate approximation.",false,,,http://www.biomodels.net/kisao/KISAO#KISAO_0000377,,,,,kisao:KISAO_0000064,,2007-11-12,dk,,ByoDyn,true,modified Euler method,"A method of numerically integrating ordinary differential equations, which uses a sampling of slopes through an interval and takes a weighted average to determine the right end point. This averaging gives a very accurate approximation.",,,,,,,
http://www.biomodels.net/kisao/KISAO#KISAO_0000097,modelling and simulation algorithm characteristic,modeling and simulation algorithm characteristic,"Simulation algorithm property, which can, for example, describe the model, such as the type of variables (discrete or continuous), and information on the treatment of spatial descriptions, or can be a numerical characteristic, such as the system's behaviour (deterministic or stochastic) as well as the progression mechanism (fixed or adaptive time steps).",false,,,http://www.w3.org/2002/07/owl#Thing,,,,,kisao:KISAO_0000097,,,AZ,,,true,modeling and simulation algorithm characteristic,"Simulation algorithm property, which can, for example, describe the model, such as the type of variables (discrete or continuous), and information on the treatment of spatial descriptions, or can be a numerical characteristic, such as the system's behaviour (deterministic or stochastic) as well as the progression mechanism (fixed or adaptive time steps).",,,,,,,
http://www.biomodels.net/kisao/KISAO#KISAO_0000415,maximum number of steps,maximum steps,The limit on number of internal steps before an output point.,false,,,http://www.biomodels.net/kisao/KISAO#KISAO_0000244,,,,,kisao:KISAO_0000415,,2012-01-18,AZ,,,,maximum steps,The limit on number of internal steps before an output point.,,,,,,,
http://www.biomodels.net/kisao/KISAO#KISAO_0000448,logical model simulation method,,Qualitative (logical) models specify the evolution rules of their components. In each state a number of transitions are enabled. A 'logical model simulation method' guides the choice of the transitions processed at each step.,false,,,http://www.biomodels.net/kisao/KISAO#KISAO_0000000,,,,,kisao:KISAO_0000448,,2013-01-28,AZ,,,,,Qualitative (logical) models specify the evolution rules of their components. In each state a number of transitions are enabled. A 'logical model simulation method' guides the choice of the transitions processed at each step.,,,,,,,
http://www.biomodels.net/kisao/KISAO#KISAO_0000521,simulated annealing parameter,,,false,,,http://www.biomodels.net/kisao/KISAO#KISAO_0000201,,,,,kisao:KISAO_0000521,,2019-01-18,AZ,,,true,,,,,,,,,
http://www.biomodels.net/kisao/KISAO#KISAO_0000554,parsimonius flux balance analysis (minimum number of active fluxes),parsimonious FBA|parsimonious flux balance analysis|pFBA,A technique for selecting a parsimonious flux distribution which has a minimal number of active fluxes.,false,,,http://www.biomodels.net/kisao/KISAO#KISAO_0000620,,,,,kisao:KISAO_0000554,,2020-10-29,JRK,,https://identifiers.org/biosimulators/cbmpy,,parsimonious FBA|parsimonious flux balance analysis|pFBA,A technique for selecting a parsimonious flux distribution which has a minimal number of active fluxes.,,,,,,,
http://www.biomodels.net/kisao/KISAO#KISAO_0000528,parsimonious enzyme usage flux balance analysis (minimum sum of absolute fluxes),parsimonious FBA|parsimonious flux balance analysis|pFBA,Method for determining the smallest flux distribution among all flux distributions that satisfy the constraints of the flux balance analysis (FBA) [http://identifiers.org/biomodels.kisao/KISAO_0000437] model.,false,,,http://www.biomodels.net/kisao/KISAO#KISAO_0000620,,,,,kisao:KISAO_0000528,,2020-08-11,AZ,,https://identifiers.org/biosimulators/cobrapy|https://identifiers.org/biosimulators/cbmpy,,parsimonious FBA|parsimonious flux balance analysis|pFBA,Method for determining the smallest flux distribution among all flux distributions that satisfy the constraints of the flux balance analysis (FBA) [http://identifiers.org/biomodels.kisao/KISAO_0000437] model.,,,,,,,
http://www.biomodels.net/kisao/KISAO#KISAO_0000587,IMEX,Implicit-Explicit Runge-Kutta method,Method for solving stiff and imaginary ODE problems,false,,,http://www.biomodels.net/kisao/KISAO#KISAO_0000064,,,,,kisao:KISAO_0000587,,2020-10-29,JRK,,https://identifiers.org/biosimulators/biouml,,Implicit-Explicit Runge-Kutta method,Method for solving stiff and imaginary ODE problems,,,,,,,
http://www.biomodels.net/kisao/KISAO#KISAO_0000599,Hybrid Gibson - Euler-Maruyama Method,,"A hybrid stochastic method partitions the system into subsets of fast and slow reactions and approximates the fast reactions as a continuous Markov process, using a chemical Langevin equation, and accurately describes the slow dynamics using the Gibson algorithm. Fixed time step Milstein is used for approximate numerical solution of CLE.",false,,,http://www.biomodels.net/kisao/KISAO#KISAO_0000352,,,,,kisao:KISAO_0000599,,2021-01-13,MLB|JRK,,https://identifiers.org/biosimulators/vcell,,,"A hybrid stochastic method partitions the system into subsets of fast and slow reactions and approximates the fast reactions as a continuous Markov process, using a chemical Langevin equation, and accurately describes the slow dynamics using the Gibson algorithm. Fixed time step Milstein is used for approximate numerical solution of CLE.",,,,,,,
http://www.biomodels.net/kisao/KISAO#KISAO_0000201,modelling and simulation algorithm parameter,modeling and simulation algorithm parameter,Parameter that can be used in the simulation experiment settings.,false,,,http://www.w3.org/2002/07/owl#Thing,,,,,kisao:KISAO_0000201,,,AZ,,,true,modeling and simulation algorithm parameter,Parameter that can be used in the simulation experiment settings.,,,,,,,
